Timestamp,Region,Demand_MW,Solar_Generation_MW,Wind_Generation_MW,Hydro_Generation_MW,Thermal_Generation_MW,Frequency_Hz,Voltage_kV,Temperature_C,Humidity_%,WindSpeed_mps,Rainfall_mm
2026-07-10 09:00:00,North,2324.95,475.47,468.23,799.62,672.05,50.2,413.02,26.4,30.3,1.1,7.9
2026-07-10 10:00:00,Central,2304.59,463.56,625.82,706.42,500.0,49.98,393.42,30.5,83.6,8.3,11.9
2026-07-10 11:00:00,Central,2554.32,584.5,183.51,334.12,1358.57,49.92,393.58,30.0,50.8,1.3,9.8
2026-07-10 12:00:00,North,3695.54,454.05,839.15,400.56,2037.14,49.89,409.39,27.1,79.3,1.9,7.8
2026-07-10 13:00:00,West,2089.05,276.67,732.68,693.98,500.0,50.12,397.74,30.2,72.1,8.6,10.2
2026-07-10 14:00:00,North,2768.02,783.91,559.35,256.89,1273.58,50.05,399.59,27.3,34.9,5.1,5.4
2026-07-10 15:00:00,East,2921.62,868.49,945.77,723.58,527.05,50.18,417.71,24.4,65.1,3.3,2.9
2026-07-10 16:00:00,East,4189.29,387.67,1102.57,595.01,2021.36,49.99,401.88,34.9,45.1,11.1,8.5
2026-07-10 17:00:00,North,4025.15,651.75,167.89,212.61,3054.61,50.1,410.49,34.0,42.5,1.5,4.0
2026-07-10 18:00:00,West,2038.56,641.31,1098.17,343.86,500.0,49.82,417.04,34.1,40.8,9.2,12.0
2026-07-10 19:00:00,South,3598.02,261.58,938.2,624.38,1919.33,49.85,418.04,28.7,35.8,5.4,8.3
2026-07-10 20:00:00,South,4145.79,302.3,701.43,597.33,2535.45,50.03,407.27,37.6,51.5,10.2,9.6
2026-07-10 21:00:00,North,3979.95,189.85,157.08,458.64,3279.62,49.8,400.48,40.4,81.0,5.6,9.5
2026-07-10 22:00:00,East,3981.17,364.08,429.9,647.39,2616.25,49.99,398.14,30.0,33.0,8.3,1.6
2026-07-10 23:00:00,North,3577.16,107.62,594.26,291.98,2507.37,49.83,400.01,37.7,77.3,1.7,0.2
